,Unnamed: 0,start_date,country,region,subregion,source_url,source_category,source_title,source_full_text
572,572,2020-02-27,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tcii/0227n01/,Government Website,Minister Davis Touts Tourism at Hospitality Newfoundland and Labrador Convention," The Honourable Bernard Davis, Minister of the Minister of Tourism, Culture, Industry and Innovation, addressed delegates at the Hospitality Newfoundland and Labrador (HNL) Annual Conference and Trade Show in Corner Brook on Wednesday. During the event, Minister Davis presented the Cultural Tourism Award to the Bell Island Community Museum and No. 2 Mine Tour which is the only one of its kind in the province, and has been celebrating Bell Island’s connection to mining for nearly 20 years. The Cultural Tourism Award is awarded to an individual or organization that recognizes and promotes the pursuit of cultural expression within the tourism industry. HNL’s Annual Conference and Trade Show is the largest gathering of tourism stakeholders in the province. Newfoundland and Labrador Tourism designed a fully integrated multimedia campaign ‘Place of Stories’, to position and differentiate the province as a destination of stories that comes alive through its people and places. Highlights of Newfoundland and Labrador Tourism overall tourism marketing performance in 2019 include:  Total visits to all web properties were up over six per cent; Traffic to the operator/outfitter detail pages increased more than eight per cent; ‘A Tangled Tale’ television ad ran nationally as part of a 15 week campaign; and became the most-viewed spot in the brand’s history with nearly 700,000 views on YouTube; Trip-planning activity reached nearly 2.5 million sessions on NewfoundlandLabrador.com; Over 3,200 articles from North America travel media, resulting in over $22 million in related ad value; and A 324 per cent growth in room night sales across all tour companies, outpacing other province’s in Atlantic Canada.  Since 2006, ‘Find Yourself’ continues to be recognized as one of the most successful tourism campaigns in the country, receiving 367 awards to date, including the 2019 Tourism Industry Association of Canada Marketing Campaign of the Year. The Provincial Government, in partnership with HNL, Destination Management Organizations, and the Tourism Board, are aligned on a strategic tourism approach guided by Uncommon Potential. The tourism industry generates over $1.14 billion in visitor spending each year, and is responsible for over 20,000 jobs, representing 2,800 businesses in Newfoundland and Labrador. Quote “Tourism is an economic driver in this province, and our government works closely with Hospitality Newfoundland and Labrador, the Tourism Board, and the regional Destination Management Organizations, to ensure our province is a competitive destination. In support of tourism business, we continue to invest $13 million annually to market Newfoundland and Labrador’s people, culture and natural environment and the experiences that travellers are seeking.” Honourable Bernard Davis Minister of Tourism, Culture, Industry and Innovation – 30 – Learn more Newfoundland and Labrador Tourism Newfoundland and Labrador Tourism on YouTube Follow us on Twitter: @GovNL, @TCII_GovNL and @NLtweets Media contact Eric Humber Tourism, Culture, Industry and Innovation 709-729-4819, 725-9655 erichumber@gov.nl.ca  2020 02 27 11:15 am  "
573,573,2020-02-27,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0227n02/,Government Website,Media Advisory: Cabinet Retreat in Corner Brook," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, and his Cabinet are in Corner Brook for a retreat. Tomorrow, (Friday, February 28) Premier Ball and members of his Cabinet will be available to the media at 12:45 p.m. in the lobby of the Sir Richard Squires Building, 84 Mt. Bernard Ave. – 30 – Media contact Erin Sulley Office of the Premier 709-729-3960 erinsulley@gov.nl.ca  2020 02 27 3:00 pm  "
574,574,2020-02-27,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0227n03/,Government Website,Media Advisory: Premier Ball to Announce New and Enhanced Health Science Programming," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, will announce new and enhanced health sciences programming for multiple College of the North Atlantic campuses tomorrow (Friday, February 28). The event begins at 1:30 p.m. at College of the North Atlantic, 141 O’Connell Drive, Corner Brook. Premier Ball will be joined by the Honourable Christopher Mitchelmore, Minister of Advanced Education, Skills and Labour; the Honourable John Haggie, Minister of Health and Community Services; the Honourable Gerry Byrne, Minister of Fisheries and Land Resources; and Mr. Brian Tobin, Vice President, Academic Programs and Delivery, College of the North Atlantic. – 30 – Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Ryan Crocker Advanced Education, Skills and Labour 709-729-1795, 725-9595 ryancrocker@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 02 27 3:35 pm  "
575,575,2020-02-26,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tcii/0226n01/,Government Website,Provincial Government Highlighting Innovative Technologies in the Marine Industry," The Honourable Bernard Davis, Minister of Tourism, Culture, Industry and Innovation, continued #NLTechTour2020 at Genoa Design International’s production facility recently, to view a research and development project for determining the most efficient way to create digital scans of vessels. Genoa Design International provides production design and 3D modeling services to shipbuilding and offshore industries. Since 1995, the company has been a major Canadian supplier of production design services to the marine industry with over 150 projects. Genoa Design is a partner in the Ocean Supercluster initiative, and was one of the initial selections for ACOA’s Accelerated Growth Services pilot in Atlantic Canada. Since 2002, the Provincial Government has contributed over $263,000 to Genoa Design International to assist with the growth and development of the company’s services. This support has helped Genoa Design grow to more than 200 employees throughout North America, with headquarters in Mount Pearl. As committed in the provincial Business Innovation Agenda and Technology Sector Work Plan, the Provincial Government supports innovative and entrepreneurial companies that create new jobs and opportunities, while fostering innovation in our provincial economy. Quotes “Fostering innovation is important to this government. By supporting innovative and entrepreneurial companies such as Genoa Design International, we are facilitating investment that promotes advanced labour market skills. I commend Genoa for making waves globally, and becoming one of the most sought-after production design firms in the shipbuilding industry.” Honourable Bernard Davis Minister of Tourism, Culture, Innovation and Industry “With the support of our government partner, the Department of Tourism, Culture, Industry and Innovation, we’ve been able to develop talent and pursue innovation that allows our Newfoundland and Labrador-based business to better serve clients across North America. These funding opportunities are allowing us to advance our skills and explore new service offerings that will propel the entire shipbuilding industry. ” Gina Pecore CEO, Genoa Design International – 30 – Learn more Genoa Design International Follow us on Twitter: @GovNL and @TCII_GovNL Media contacts Eric Humber Tourism, Culture, Industry and Innovation 709-729-4819, 725-9655 erichumber@gov.nl.ca Erika Kelland Genoa Design International 709-690-4174 ekelland@genoadesign.com  2020 02 26 9:45 am  "
576,576,2020-02-26,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/hoa/0226n02/,Government Website,Media Advisory: Opening of House of Assembly," The Honourable Scott Reid, Speaker of the House of Assembly, advises that the House will open for the Spring sitting at 1:30 p.m. on Monday, March 2. – 30 – Media contact Bobbi Russell Policy and Communications Officer House of Assembly 709-729-1178 bobbirussell@gov.nl.ca  2020 02 26 11:05 am  "
577,577,2020-02-26,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0226n03/,Government Website,Construction Completed on 145-Bed Corner Brook Long-Term Care Home," Construction has been completed on the Provincial Government’s first public-private partnership project – the 145-bed long-term care home in Corner Brook. On February 14, Western Health began operational control of the building and the 30-year service contract with the consortium that constructed it – Corner Brook Care Partnership began. Over the coming weeks, Western Health staff will move in beds and equipment and train staff, before welcoming residents this spring. The home includes 120 long-term care beds, as well as 15 palliative care beds and 10 rehabilitative care beds. It will be staffed by more than 150 new positions. In addition, more than 60 full-time equivalent staff will be transferring from Western Memorial Regional Hospital. Employees will provide nursing care, housekeeping duties, and dietary services. A new name for the home will also be announced this spring. Views from inside and outside the home can be viewed online on government’s YouTube page. The contract with Corner Brook Care Partnership is worth approximately $120 million (net present value), and covers a 30-year period. The long-term care home is one of five active public-private partnerships in the province. The others include:  Two, 60-bed long-term care homes under construction in Gander and Grand Falls-Windsor, and scheduled to open in 2021; A new adult mental health and addictions hospital in St. John’s. Construction to start this year; A new correctional facility to replace Her Majesty’s Penitentiary, which will begin procurement this spring with a Request for Qualifications; and A new 164-bed hospital, under construction in Corner Brook, expected to be completed in 2023. Its design can also be viewed online on government’s YouTube page.  Quotes “This new long-term care home will now ease pressure on the health care system in western Newfoundland, and provide new public sector jobs. We worked with community partners to deliver this project on time and on budget, and I look forward to seeing our government’s other projects, like the west coast hospital, adult mental health and addictions hospital, and other long-term care homes, also delivered on time and on budget. ” Honourable Dwight Ball Premier of Newfoundland and Labrador “We are happy to see this project reach this significant milestone. During construction, the percentage of workers from Newfoundland and Labrador was consistently around 90 per cent and we will continue to work closely with our partners to ensure all of our infrastructure projects are providing employment for Newfoundland and Labrador workers and companies.” Honourable Steve Crocker Minister of Transportation and Works “What a wonderful day for the people living and working in western Newfoundland. Our investment in new health care infrastructure will serve the people of this region well for many years to come. This new, modern long-term care home will provide top of the line care for residents and their families in a comfortable therapeutic environment with all of the comforts of home, closer to home.” Honourable John Haggie Minister of Health and Community Services “This is a proud day for Newfoundland and Labrador. What we all recognize here is a tremendous example of a real model of innovation successfully applied to health care. Congratulations to the Corner Brook Care Partnership for making the vision of this facility a reality, and to Western Health staff who are now tasked with the very important work of making the necessary preparations that will transform this long-term care centre into a welcoming home for residents.” Honourable Gerry Byrne Minister of Fisheries and Land Resources and MHA for Corner Brook – 30 – Learn more Proponent Selected for Long Term Care Facility in Corner Brook Corner Brook Health Partnership Selected to Design, Build, Finance and Maintain New West Coast Hospital Follow us on Twitter: @GovNL, @TW_GovNL and @HCS_GovNL Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Emily Jane Gillingham Transportation and Works 709-729-1758, 730-4607 emilygillingham@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca Susie Bugden Constituency Assistant to Honourable Gerry Byrne, MHA for Corner Brook 709-637-4056 susiebugden@gov.nl.ca  2020 02 26 11:35 am  "
578,578,2020-02-26,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0226n04/,Government Website,Premier Ball and Minister Warr Celebrate Pink Shirt Day and Announce Safe and Caring Schools Award Recipients," As part of annual Pink Shirt Day celebrations, the Honourable Dwight Ball, Premier of Newfoundland and Labrador and the Honourable Brian Warr, Minister of Education and Early Childhood Development, joined students and staff at Elwood Elementary in Deer Lake today to speak out against bullying and promote kindness in schools and communities. This year’s theme is ‘Lift each other up’. Pink Shirt Day aims to reduce bullying by celebrating diversity in all its forms and supporting workplaces, communities and schools to be safe, supportive, welcoming and inclusive of all people. To help establish safe and caring learning environments for all students, the Provincial Government provides $12,500 annually shared among 35 schools for the Safe and Caring Schools Special Project Award. Schools are recognized for their efforts in achieving safe, caring and inclusive learning environments, promoting positive school climates, and sustaining safe and inclusive communities. A list of award recipients for 2020 is provided in the backgrounder below. The Provincial Government, through the implementation of the Education Action Plan, is committed to building an educational community that fosters safe, caring and inclusive learning environments for all students. Quotes “The vision of the Provincial Government is for all Newfoundlanders and Labradorians to live, learn and work in a society where bullying is not accepted. The enthusiasm of our students throughout the province to pomote a safe, caring and inclusive community free from bullying is inspiring. I congratulate all students, staff and families for their kind efforts today, and throughout the entire school year.” Honourable Dwight Ball Premier of Newfoundland and Labrador “Every student deserves the right to a safe, caring and inclusive school environment. I thank all students, teachers and staff who work tirelessly to increase the safety of our schools. Bullying is never acceptable. On Pink Shirt Day, and every day, I urge everyone to practice kindness and treat others with respect.” Honourable Brian Warr Minister of Education and Early Childhood Development “District staff throughout the province strive to ensure our schools are inviting, safe spaces and our students value kindness and respect in their many relationships. While our efforts occur throughout the entire school year, Pink Shirt Day offers us the opportunity to highlight amazingly kind, positive, and productive initiatives underway in our schools to promote the importance of empathy and understanding by all. A sincere thank you to our many educational partners and to our schools and students for their continued efforts to lift each other up.” Tony Stack CEO/Director of Education, Newfoundland and Labrador English School District “A school should always be a place where students and school staff feel fulfilled and accepted as they are. I encourage all students and staff to wear pink to remember that bullying has no place in our schools and our communities. Let’s celebrate that school is a safe and inclusive place for everyone. Congratulations to l’ENVOL for their efforts in promotig a positive behaviour within their school.” Kim Christianson Director of Education, Conseil scolaire francophone provincial de Terre-Neuve-et-Labrador Learn more Education Action Plan Follow us on Twitter: @GovNL and @EDU_GovNL – 30 – Le premier ministre Ball et le ministre Warr soulignent la Journée du chandail rose et annoncent les lauréats des Prix des écoles accueillantes et sécuritaires Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 JeremyReynolds@gov.nl.ca Tina Coffey Education and Early Childhood Development 709-729-1906, 687-9903 tcoffey@gov.nl.ca Cheryl Gullage Newfoundland and Labrador English School District 709-758-0032, 697-5856 cherylgullage@nlesd.ca Eveline Ross-Phaneuf Conseil scolaire francophone provincial de Terre-Neuve-et- Labrador 709-722-6324 communications@csfp.nl.ca BACKGROUNDER Safe and Caring Awards 2020 Recipients Eastern Region:  Mount Pearl Senior High St. Kevin’s Junior High Baltimore School Dunne Memorial Academy Gonzaga High Schol St. Francis of Assisi St. Catherine’s Academy Acreman Elementary Carbonear Collegiate  Central Region:  St. Paul’s Intermediate New World Island Academy Fogo Island Central Academy Exploits Valley Intermediate St. Joseph’s Elementary Memorial Academy Holy Name of Mary Academy John Burke High School Matthew Elementary  Western Region:  Elwood Regional High Hampden Academy Our Lady of the Cape Piccadilly Central High Stephenville Elementary Pasadena Academy Viking Trail Academy Grandy’s River Collegiate Templeton Academy Corner Brook Regional High St. Michael’s Elementary  Labrador Region:  Menihek High School Henry Gordon Academy Amos Comenius Memorial School Lake Melville School  Conseil scolaire francophone provincial de TNL (CSFP):  Centre éducatif l’ENVOL   2020 02 26 2:10 pm  "
579,579,2020-02-26,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/servicenl/0226n05/,Government Website,Consultations Begin on the Workers Compensation System," A statutory review of Newfoundland and Labrador’s workers’ compensation system is now underway, with the consultations process open to workers, employers, key stakeholder organizations and the general public. The review provides a valuable opportunity to focus attention on workers’ compensation matters, with the objective of improving the overall system for both workers and employers. The review process is essential to maintaining a strong workers’ compensation system. The scope of work for the 2019 statutory review aligns with the following themes: efficiencies in the review process; equity in the provision of benefits; and financial sustainability. Submissions are also welcome on any topic related to the workers’ compensation system. In recent years, several significant changes have been made to improve the workers’ compensation system, including presumptive cancer coverage for firefighters and presumptive coverage for post-traumatic stress disorder; the creation of a new joint Injury Prevention Strategy and a new retirement benefit; as well as an increase to the Income Replacement Rate for injured workers. Committee representatives will meet with key stakeholder groups and hold consultation sessions across the Province to gather their feedback. A discussion document can be viewed online at www.EngageNL.ca. Anyone wishing to share feedback via email can do so at info@2019srwcs.ca. Participants can also send feedback by regular mail to: 2019 Statutory Review Committee – Workers’ Compensation System c/o Sharmane Allen Department of Advanced Education, Skills and Labour P.O. Box 8700, 4th Floor, West Block, Confederation Building St. John’s, NL A1B 4J6 Please note the deadline for online and mail-in submissions is April 30, 2020.  Quote “The review provides a valuable opportunity for stakeholders and residents of the province to provide feedback on workers’ compensation matters. It is essential that we continue to maintain a strong workers’ compensation system, and the consultations process provides us with viewpoints and input from a variety of sources.” Honourable Sherry Gambin-Walsh Minister of Service NL – 30 – Learn more Committee Established to Review Workplace Compensation System Discounted Assessment Rate Continues to Address Workers’ Compensation Surplus Amendments Will Increase Income Replacement Rate for Injured Workers in Province Retirement Benefit to be Available for More Injured Workers Presumptive Coverage for Post-Traumatic Stress Disorder for All Workers Covered by the Workplace Health, Safety and Compensation Act Follow us on Twitter: @GovNL and @ServiceNL_ Media contact Krista Dalton Service NL 709-729-4748, 685-6492 kristadalton@gov.nl.ca  2020 02 26 3:10 pm  "
580,580,2020-02-25,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tcii/0225n01/,Government Website,Showcasing Smart Thermostats," The Honourable Bernard Davis, Minister of Tourism, Culture, Industry and Innovation, and Sarah Stoodley, Parliamentary Secretary for Tourism, Culture, Industry and Innovation, continued #NLTechTour2020 at Mysa yesterday, to view the company’s expanding range of smart thermostats designed to help customers save energy and lower their electricity costs. Mysa is a mobile app enabled, Wi-Fi compatible, line voltage thermostat that combines a sleek design with innovative software to give users total control of their heating systems remotely. This innovative product maximizes energy saving by using algorithms based on user habits and big data to automate a heating schedule, without sacrificing the homeowner’s comfort. Using Mysa, projected cost savings could potentially reach 20 per cent annually. Mysa began as an idea of co-founders Joshua and Zachery Green in 2014. Six years later, the Mysa team is growing exponentially; currently at over 60 employees, Mysa expects to grow to over 100 employees by the end of 2020. With smart thermostats for electric baseboard and in-floor heating currently in-market, Mysa will announce their newest product in Spring 2020. Since 2016, the Provincial Government has supported Mysa with $990,000, including two re-payable business loans. The company has repaid both business loans in full, and used the other contributions to assist with the development and marketing of their growing line of smart thermostats. The Canadian Innovation Exchange named the company as one of its top 20 early-stage startups, and Mysa is one of only 10 Canadian companies to be accepted in the prestigious Lazaridis Institute’s Scaleup Program, which brings together the most promising growth-stage tech companies from across the country. As committed in the provincial Business Innovation Agenda and Technology Sector Work Plan, the Provincial Government supports innovative and entrepreneurial companies that create new jobs and opportunities, while fostering innovation in our provincial economy. Quotes “Our government’s vision of improving energy efficiency is very much aligned with the innovative abilities of Mysa through our Energy Efficiency Loan and Home Energy Efficiency Loan Programs. We are proud supporters of Josh and Zach, who are great examples of this province’s business lifecycle, having built their company from their parents’ house to one of the North America’s most popular smart home platforms.” Honourable Bernard Davis Minister of Tourism, Culture, Industry and Innovation “Starting a business is a really difficult endeavour and starting a company that sells physical goods with large capital costs for inventory adds another level of difficulty. Mysa is very thankful for the support from the Province to overcome these financial challenges and we are very proud to say we have paid back all working capital loans on schedule. I hope it sets the example of how the Province can support local businesses with the kickstart they need.” Joshua Green Mysa Smart Thermostats – 30 – Learn more Mysa Business Innovation Agenda Tech Sector Work Plan Follow us on Twitter: @GovNL, @TCII_GovNL Media contacts Eric Humber Tourism, Culture, Industry and Innovation 709-729-4819, 725-9655 erichumber@gov.nl.ca Amy Fisher Mysa Smart Thermostats press@getmysa.com  2020 02 25 10:25 am  "
581,581,2020-02-25,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0225n02/,Government Website,Premier Ball Joins the Canada Games Council to Launch Bid Process for 2025 Canada Summer Games," The Canada Games Council today officially launched the bid process for the 2025 Canada Summer Games that will be held in Newfoundland and Labrador. The event took place at the Confederation Building in St. John’s, Newfoundland and Labrador. It was attended by the Honourable Dwight Ball, Premier of Newfoundland and Labrador, Honourable Lisa Dempster, Minister of Children, Seniors and Social Development, Derek Bennett, Secretariat for the Canada Games, Danny Breen, Mayor of St. John’s, Nathan Young, World Youth Olympic Gold Medalist, and Canada Games Council Board Director and 2025 Bid Evaluation Committee Chair, Lynn Blouin. The 2025 Canada Summer Games hosting requirements and bid procedures review began in March 2018 with the Canada Games Council and the Provincial Government having formal discussions around hosting the Games. In March 2019 the Canada Games Council received formal communication from the Provincial Government that it was looking forward to hosting the Games, and would seek interest from its communities in the fall of 2019 to bid for the Games. In fall 2019, an information session was hosted by the Canada Games Council and the Provincial Government that provided an opportunity for Sport Newfoundland and Labrador, along with municipal and provincial government representatives to raise questions regarding the hosting requirements and bid process. Communities with the capacity to host the Summer Games, working collaboratively or individually, were invited to attend the session. Interested communities were invited to submit their intention to bid for the Games by November 30, 2019. The City of St John’s formally submitted its intention to bid, and will be engaging in the bid process with the Canada Games Council. Facts and Timelines  The City of St John’s will now embark on an 11-month process to build its bid to host the 2025 Canada Summer Games The Canada Games Council has struck a 2025 Bid Evaluation Committee who will review the bid developed by the City of St. John’s, in two phases: The Phase One technical review information will be due on May 29, 2020. This phase will assess the ability of the City to host the Games according to established sport venue, village, and non-sport venue hosting standards; After the technical review phase has been completed, and assuming this phase yields positive results, the Bid Committee will then be invited to enter Phase Two, and will be given until December 1, 2020 to submit the comprehensive bid proposal to the committee, including completion of a vision, marketing & communications strategy, community commitment, and a Games budget The CGC’s Bid Evaluation Committee will then review and score the proposal based on the bid material and a site visit and will determine the ability of St. John’s to host the Canada Games, and whether any conditions need to be attached to the award of the Games The CGC’s Bid Evaluation Committee will then make a recommendation on the award of the 2025 Canada Summer Games to the Canada Games Council’s Board of Directors The Canada Games Council’s Board of Directors will notify the Province of Newfoundland and Labrador about the final decision for the 2025 Canada Games and the public announcement will follow in February 2021 Newfoundland and Labrador hosted the 1999 Canada Winter Games in Corner Brook and the 1977 Canada Summer Games in St. John’s The Canada Summer Games can be expected to generate approximately $80-110 million in economic spending.  Quotes “We want the 2025 Canada Summer Games! Hosting the Games is an incredible opportunity as it will contribute to athlete and infrastructure development, as well as bring upwards of 20,000 people to Newfoundland and Labrador. I encourage everyone to rally in support of this bid as we showcase our ability to host world-class sporting events that are truly one of a kind.” Honourable Dwight Ball Premier of Newfoundland and Labrador “We are excited for the Canada Games to return to Newfoundland and Labrador where the province can once again showcase its passion for Canadian amateur sport and our nation’s young athletes. Newfoundland and Labrador has been an incredible host of the Games twice before, and we’re looking forward to what will surely be another incredible event.” Evan Johnston Chair, Canada Games Council “What a proud moment for our province, our communities and our athletes as, together with the Canada Games Council, we launch the bid process for the 2025 Canada Summer Games. These Games will provide tremendous sport development opportunities for our athletes as they compete here at home against their peers from across the country. Along with creating memories that will last a lifetime, the infrastructure and sport development legacy of the Games will benefit a generation of athletes to come. I wish the City of St. John’s every success throughout this process and I look forward to being part of these Games as Newfoundland and Labrador will provide talented athletes, volunteers rich in spirit and a culture like no other.” Honourable Lisa Dempster Minister of Children, Seniors and Social Development “The City of St. John’s is excited for the opportunity to enter into the bid process to host the 2025 Canada Summer Games. Our overwhelming success in hosting major national and international events, such as the 2017 Tim Hortons Brier, demonstrates the dedication, civic pride and community spirit of our residents and volunteers. I am confident that the experience we’ve gained through hosting past events positions our City as an ideal location for the 2025 Canada Summer Games. If we are successful, this event will provide an opportunity to showcase our unique culture, city and world-class hospitality to thousands of athletes, coaches, volunteers and mission staff from across the country.” Danny Breen Mayor of St. John’s “The Canada Games is the gateway to excellence in sport for young Canadian athletes. It also opens doors to new opportunities as it did for me with the Youth Olympics Games. It’s so exciting to have the Canada Summer Games coming back to Newfoundland and Labrador in 2025! Go Team Newfoundland and Labrador” Nathan Young Team NL Athlete, 2019 Canada Games Alumnus, Curling – 30 – Le premier ministre Ball et le Conseil des Jeux du Canada lancent le processus de candidature des Jeux de 2025 Learn more Follow us on Twitter: @GovNL, @CSSD_GovNL Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Gina MacArthur Children, Seniors and Social Development 709-729-3768, 730-2977 ginamacarthur@gov.nl.ca Kelly Maguire City of St. John’s 709-576-8491 kmaguire@stjohns.ca Erin Mathany Canada Games Council 416-209-2142 emathany@canadagames.ca BACKGROUNDER About the Canada Games Held once every two years, alternating between winter and summer, the Canada Games are the largest multi-sport event in Canada for up and coming amateur athletes. Each Games features two weeks of competition, between 16 – 19 sports, approximately 3,400 summer and 2,350 winter athletes, and over 4,000 volunteers. Hosted in every province at least once since their inception in Quebec City in 1967, the Games are proud of their contribution to Canada’s sport development system in addition to their lasting legacy of sport facilities, community pride and national unity. The organization of the Canada Games is made possible thanks to the contribution and support of the Government of Canada, provincial/territorial governments, host municipalities and the Canada Games Council.    2020 02 25 1:10 pm  "
582,582,2020-02-25,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0225n03/,Government Website,Media Advisory: Premier Ball to Celebrate Pink Shirt Day at Elwood Elementary in Deer Lake," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, will celebrate Pink Shirt Day with educators and students tomorrow (Wednesday, February 26) at Elwood Elementary, 22A Farm Road, Deer Lake. Premier Ball will be joined by the Honourable Brian Warr, Minister of Education and Early Childhood Development. The event will take place in the school gymnasium at 1:30 p.m. Pink Shirt Day is held annually in schools in Newfoundland and Labrador, across Canada and throughout the world to highlight and promote anti-bullying activities. – 30 – Media contact Jeremy Reynolds Office of the Premier 709-729-3558 JeremyReynolds@gov.nl.ca  2020 02 25 2:05 pm  "
583,583,2020-02-25,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tcii/0225n04/,Government Website,Media Advisory: Minister Davis to Address Hospitality Newfoundland and Labrador Conference," The Honourable Bernard Davis, Minister of Tourism, Culture, Industry and Innovation, will address delegates at the Hospitality Newfoundland and Labrador Annual Conference and Trade Show tomorrow (Wednesday, February 26). The event takes place at the Corner Brook Civic Centre, 1 Canada Games Place, Corner Brook, beginning at 12:30 p.m. Hospitality Newfoundland and Labrador’s Annual Conference and Trade Show is the largest gathering of tourism stakeholders in the province. –  30 – Media contact Eric Humber Tourism, Culture, Industry and Innovation 709-729-4819, 725-9655 EricHumber@gov.nl.ca  2020 02 25 2:20 pm  "
584,584,2020-02-25,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0225n05/,Government Website,Media Advisory: Premier Ball to Mark Completion of Corner Brook Long-Term Care Home Construction," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, will take part in an event to mark the completion of construction of the Corner Brook Long-Term Care Home tomorrow, (Wednesday, February 26). The event will take place at the new long-term care home near the intersection of Lewin Parkway and Wheelers Road, beginning at 11:00 a.m. A tour of the new long-term care home will be provided for media, beginning 10:00 a.m. Premier Ball will be joined by the Honourable Steve Crocker, Minister of Transportation and Works, the Honourable John Haggie, Minister of Health and Community Services, and the Honourable Gerry Byrne, Minister of Fisheries and Land Resources and MHA for Corner Brook. – 30 – Media contact Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca  2020 02 25 3:15 pm  "
585,585,2020-02-25,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tw/0225n06/,Government Website,Public Advisory: General Public Invited to Tour New Corner Brook Long-Term Care Home," The general public is invited to tour the new 145-bed Corner Brook Long-Term Care home from 12:00 p.m. – 2:00 p.m. tomorrow (Wednesday, February 26). The facility is located near the intersection of Lewin Parkway and Wheelers Road in Corner Brook. Visitors are asked use the lower ground-level entrance of the building. Visitors are also permitted to use staff parking. Visitors will have the opportunity to tour the palliative care and rehabilitation rooms on the ground level; residents’ rooms, physiotherapy and treatment areas, and social areas on the first level; and the residents’ rooms on the fourth floor overlooking the construction of the new west coast hospital and the City of Corner Brook. – 30 – Media contact Brian Scott Transportation and Works 709-729-3015, 725-9201 brianscott@gov.nl.ca  2020 02 25 3:45 pm  "
586,586,2020-02-25,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/servicenl/0225n07/,Government Website,Media Advisory: Minister Gambin-Walsh to Attend Construction Safety Conference," The Honourable Sherry Gambin-Walsh, Minister of Service NL will address participants at the annual conference of the Newfoundland and Labrador Construction Safety Association tomorrow (Wednesday, February 24) at 8:30 a.m. The health and safety conference will take place at Memorial University’s Signal Hill Campus, 100 Signal Hill Road, St. John’s. The NLCSA is an industry-driven, not-for-profit association that takes a leadership role in lowering risk and preventing injury within the construction industry. This year’s conference theme is Safety Superheroes: Unmasked!, recognizing the every day heroes who champion safety in the workplace. – 30 – Media contact Krista Dalton Service NL 709-729-4748, 685-6492 kristadalton@gov.nl.ca  2020 02 25 4:10 pm  "
