date,country,region,subregion,C1 School Closing,C1_flag,C1_note,C1_source_category,C1_source_full_text,C1_source_organization,C1_source_organization_2,C1_source_title,C1_source_url,C2 Workplace Closures,C2_flag,C2_note,C2_source_category,C2_source_full_text,C2_source_organization,C2_source_organization_2,C2_source_title,C2_source_url,C3 Cancel public events,C3_flag,C3_note,C3_source_category,C3_source_full_text,C3_source_organization,C3_source_organization_2,C3_source_title,C3_source_url,C4 Public Gathering Restrictions,C4_flag,C4_note,C4_source_category,C4_source_full_text,C4_source_organization,C4_source_organization_2,C4_source_title,C4_source_url,C5 Close public transport,C5_flag,C5_note,C5_source_category,C5_source_full_text,C5_source_organization,C5_source_organization_2,C5_source_title,C5_source_url,C7 Restrictions on internal movements,C7_flag,C7_note,C7_source_category,C7_source_full_text,C7_source_organization,C7_source_organization_2,C7_source_title,C7_source_url,C8 International Travel Controls,C8_flag,C8_note,C8_source_category,C8_source_full_text,C8_source_organization,C8_source_organization_2,C8_source_title,C8_source_url,E1 Income Support,E1_flag,E1_note,E1_source_category,E1_source_full_text,E1_source_organization,E1_source_organization_2,E1_source_title,E1_source_url,E2 Debt / Contract Relief for Households,E2_flag,E2_note,E2_source_category,E2_source_full_text,E2_source_organization,E2_source_organization_2,E2_source_title,E2_source_url,E3 Fiscal measures,E3_flag,E3_note,E3_source_category,E3_source_full_text,E3_source_organization,E3_source_organization_2,E3_source_title,E3_source_url,E4 Support for Other Countries,E4_flag,E4_note,E4_source_category,E4_source_full_text,E4_source_organization,E4_source_organization_2,E4_source_title,E4_source_url,H1 Public Info Campaigns,H1_flag,H1_note,H1_source_category,H1_source_full_text,H1_source_organization,H1_source_organization_2,H1_source_title,H1_source_url,H2 Testing policy,H2_flag,H2_note,H2_source_category,H2_source_full_text,H2_source_organization,H2_source_organization_2,H2_source_title,H2_source_url,H3 Contact tracing,H3_flag,H3_note,H3_source_category,H3_source_full_text,H3_source_organization,H3_source_organization_2,H3_source_title,H3_source_url,H4 Emergency investment in health care,H4_flag,H4_note,H4_source_category,H4_source_full_text,H4_source_organization,H4_source_organization_2,H4_source_title,H4_source_url,H5 Investment in vaccines,H5_flag,H5_note,H5_source_category,H5_source_full_text,H5_source_organization,H5_source_organization_2,H5_source_title,H5_source_url
2020-04-06,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,Government Website,"Ontario Significantly Expanding COVID-19 Testing
 Enhanced testing strategy will help stop the spread of the virus
 

 April 10, 2020 1:00 P.M.
 

 Office of the Premier
 

 

 TORONTO — To stop the spread of COVID-19, the Ontario government is implementing the next phase of its strategy to significantly expand and enhance testing. In addition to the ongoing testing of the general public at any of the 100 assessment centres now established across the province, Ontario will be proactively testing several priority groups, including:
 Hospital inpatients;Residents of long-term care and retirement homes;Health care workers, caregivers, care providers, paramedics, and first responders, including police and firefighters;Remote, isolated, rural and Indigenous communities;Other congregate living centres, including homeless shelters, prisons and group homes;Specific vulnerable populations, including patients undergoing chemotherapy or hemodialysis and requiring transplants, as well as pregnant persons, newborns and cross-border workers; andOther essential workers, as defined by provincial orders.""We're laser-focused on ramping up our testing capacity so we can protect the most vulnerable in our communities and those who protect them, like our frontline health care workers and first responders,"" said Premier Ford. ""By expanding our testing capacity, we will be able to find cases faster, intervene earlier, reduce the spread, and save lives."" By implementing this strategy, Ontario expects to double the number of tests processed each day to 8,000 by April 15, 2020 and 14,000 by April 29, 2020, at which point overall lab capacity will have been further expanded. ""By significantly increasing the number of tests each day, we will identify cases early, contain them and prevent putting more people at risk,"" said Christine Elliott, Deputy Premier and Minister of Health. ""Doing so is especially important for priority groups like hospital inpatients, long-term care home residents and our brave frontline health care workers and first responders, all of whom are more vulnerable to being exposed to this virus. Nothing is more important than protecting their health and wellbeing."" This testing strategy follows extensive efforts to expand Ontario's lab testing capacity, which helped to quickly eliminate a backlog of approximately 10,000 people within less than two weeks. To date, the province has conducted over 94,000 tests. The province has re-established same-day testing results, which are now conveniently accessible to patients through a new user-friendly online portal. This portal will help ease pressure on public health units and frontline workers, allowing them to focus their efforts on combating COVID-19. The province is also helping to significantly expand the capacity of public health units to conduct contact tracing and case management, both of which are critical to stopping the spread of the virus, by enabling the use of volunteers, including retired nurses and medical students. People who have tested negative for COVID-19 must still follow all precautions, including staying at home except to pick up essential supplies like groceries and prescriptions, and keeping at least two-meters apart from others. While an individual may receive a negative test at a given moment in time, the individual is still able to contract and spread the virus.
 

 Quick Facts
 

 Testing guidelines have been provided to health-system partners, including public health units, assessment centres, primary care settings and long-term care homes. Guidelines are forthcoming for specific vulnerable populations and essential workers. The province will also provide guidelines to begin targeted surveillance by sampling populations within northern towns. 
 Ontario will continue to increase its testing capacity by leveraging hospital, community and research labs.
 The province is also updating the list of symptoms related to COVID-19, including a hoarse voice, difficulty swallowing, loss of sense of smell or taste, diarrhea or nausea/vomiting. For seniors, there are additional symptoms including chills, delirium with no other obvious reason, falls, acute functional decline, increased heart rate and decreased blood pressure. These updated symptoms are in addition to difficulty breathing, fever, cough, muscle aches, fatigue, headache, sore throat and runny nose.
 All Ontarians should stay home unless for essential reasons only, such as such as accessing health care services, shopping for groceries, picking up medication, walking pets when required, or supporting vulnerable community members with meeting essential needs. If you must leave your home, stay at least two meters apart from others.
 

 

 

 Additional Resources
 

 

 Updated COVID-19 Provincial Testing Guidance 
 

 

 Quick Reference on Public Health Guidance on Testing and Clearance
 

 

 Updated Directive for Long-Term Care Homes
 

 

 Ontario's enhanced testing strategy
 

 

          Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19.
        
 

 Ontario's Self-Assessment Tool
 

 

 Ontario’s Action Plan: Responding to COVID-19",Office of the Premier,,Ontario Significantly Expanding COVID-19 Testing,http://news.ontario.ca/opo/en/2020/04/ontario-significantly-expanding-covid-19-testing.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,Canada,Ontario,All,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,Canada,Ontario,All,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,Canada,Ontario,All,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,Government Website,"Ontario Takes Immediate Steps to Further Protect Long-Term Care Residents and Staff During COVID-19 Outbreak
 Response includes increased testing, COVID-19 SWAT teams, and additional PPE
 

 April 22, 2020 1:45 P.M.
 

 Office of the Premier
 

 

 TORONTO — The Ontario government is making progress on the implementation of the COVID-19 Action Plan for Protecting Long-Term Care Homes to help stop and contain the spread of COVID-19 in the province's long-term care homes. The government has introduced more aggressive testing, screening, and surveillance, deployed specialized teams from hospitals, public health and the home care sector, recruited additional frontline staff, and increased personal protective equipment. 
 Today's update was provided by Premier Doug Ford, Christine Elliott, Deputy Premier and Minister of Health, and Dr. Merrilee Fullerton, Minister of Long-Term Care. ""Within 48 hours of launching our Action Plan, we sent in reinforcements to further protect our most vulnerable seniors and those who care for them in our long-term care homes,"" said Premier Ford. ""Today, we are making progress against this ruthless disease, but I want to emphasize that every option is on the table to get our long-term care homes what they need to stop the spread. That is why we intend to make a formal request for assistance from the federal government."" Since the Action Plan was announced, the government has worked swiftly and decisively to provide targeted, on-the-ground support to long-term care homes through the following measures: Assisting 20 long-term care homes, which were previously experiencing outbreaks, to become now outbreak-free. Increasing testing on both symptomatic and asymptomatic staff and residents. To date, approximately 11,600 tests have been completed amongst residents in long-term care.Conducting additional testing of asymptomatic residents and staff outside of the testing guidance at 21 long-term care homes, to help understand the spread of the virus.Setting up a 24/7 Long-Term Care COVID-19 Response Team, which has already helped more than 30 homes by putting in place infection control protocols, resolving staffing issues, and fulfilling personal protective equipment needs.Launching 31 Infection Prevention and Control interventions, which are currently in progress, with six assessments already completed. Continuing to identify critical 24-, 48-, and 72-hour help that homes need by matching qualified people and volunteers who can help with duties, including nursing support and cleaning. Responding to every escalated request for personal protective equipment from long-term care homes within 24 hours through the following measures:A four-step process is in place to ensure an optimized regional distribution and redistribution when supplies are urgently needed.Critical supply needs are escalated for provincial action.Daily distribution of supply from provincial warehouses to regional sites.Daily monitoring of and reporting against performance target of 100 per cent of critical need requests being shipped within 24 hours.Working with hospitals across the province to deploy additional staffing and infection prevention controls in long-term care homes:In Toronto alone, five hospitals (Michael Garron Hospital, Women's College, North York General, Unity Health Toronto and Mount Sinai Hospital) have been engaged to support approximately 40 long-term care homes in the city.Other hospital partners and health partners have stepped up to help their local homes, including Trillium Health Partners, Halton Healthcare, Grand River, Cambridge Memorial Hospital, and the Ottawa Hospital.More than 70 volunteers, including registered nurses, social workers, administration and medical doctors, have been recruited from the University Health Network to assist long-term care homes in the Greater Toronto Area.Providing over 400 job matches for long-term care homes through the province's Health Workforce Matching Portal, with over half of Ontario's long-term care homes now using the portal.To further support ongoing efforts to fight COVID-19 in Ontario's long-term care homes, the federal government has offered resources that could include personnel and other supports from Health Canada, the Public Health Agency of Canada and Canadian Armed Forces. This support would be deployed to five priority long-term care homes as one element of the government's robust Action Plan. The Ontario government will be making a formal request to access those extra reinforcements today. The government continues to explore additional measures to help stop the spread of COVID-19 and keep vulnerable people safe, including building isolation capacity at long-term care homes. ""We must continue to act swiftly and decisively to keep our loved ones in long-term care safe, as well as their caregivers,"" said Dr. Merrilee Fullerton, Minister of Long-Term Care. ""Our long-term care homes continue to be the front-lines of this pandemic and we must continue to work around the clock to assist all our dedicated staff during this crisis."" 
 

 Additional Resources
 

 

 COVID-19 Action Plan for Protecting Long-Term Care Homes
 

 

          Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19.
        
 

          For public inquiries call ServiceOntario, INFOline at 1-866-532-3161 (Toll-free in Ontario only).",Office of the Premier,,Ontario Takes Immediate Steps to Further Protect Long-Term Care Residents and Staff During COVID-19 Outbreak,http://news.ontario.ca/opo/en/2020/04/ontario-takes-immediate-steps-to-further-protect-long-term-care-residents-and-staff-during-covid-19.html,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,Canada,Ontario,All,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,Government Website,"Ontario Delivers Action Plan to Increase Protection for Vulnerable People and Those Who Care for Them
 Additional measures will help stop the spread of COVID-19
 

 April 23, 2020 1:30 P.M.
 

 Office of the Premier
 

 

 TORONTO — Ontario is delivering a new COVID-19 Action Plan for Vulnerable People to better protect vulnerable populations during the outbreak of COVID-19. This plan builds on the government's previous actions to protect people living in high-risk settings, including homes serving those with developmental disabilities, shelters for survivors of gender-based violence and human trafficking, children's residential settings, and those residential settings supporting vulnerable Indigenous individuals and families both on and off reserve.
 Details of the plan were unveiled today by Premier Doug Ford, Todd Smith, Minister of Children, Community and Social Services, Christine Elliott, Deputy Premier and Minister of Health, and Dr. Merrilee Fullerton, Minister of Long-Term Care. ""The plan we are announcing today will build on and support the critical work that is currently being carried out each and every day by our frontline heroes to care for our most vulnerable citizens,"" said Premier Ford. ""These people are most at risk during this pandemic and that's why we are helping these organizations immediately ramp up screening and testing, deploy more protective masks and gloves, and put more boots on the ground in the fight against COVID-19."" ""We have been working in close partnership with the federal government, municipalities, First Nations, Indigenous organizations and bargaining agents as part of the rapid response to COVID-19 in congregate care settings,"" said Minister Smith. ""The action plan we are delivering today lays out a set of interventions, tailored by sector, to enable prevention and infection control, while maintaining service continuity for the benefit of our vulnerable clients and staff."" The COVID-19 Action Plan for Vulnerable People focuses on three specific areas: Enhanced Screening and Reduced Exposure to Prevent SpreadEnhancing screening of visitors, staff, and residents on sites, as well as restricting non-essential visitors.Providing masks to staff working in congregate care settings and providing training on the use of personal protective equipment in the event of an outbreak. Infection Control: Managing Outbreaks and Limiting SpreadEnhancing testing of symptomatic staff and clients to identify the need for isolation and additional infection control measures on-site.Planning to limit staff from working at more than one congregate care setting during an outbreak, specifically in developmental services, intervenor services, violence against women and anti-human trafficking settings.Providing additional training and support for high-risk settings dealing with an outbreak, including guidance on how to isolate clients.Sustaining Staffing and Managing Staff ShortagesWorking with organizations to promote workforce stability and capacity in high-risk settings.""Women and children who are in a vulnerable place in their lives must have access to the supports they need and a setting that is safe,"" said Jill Dunlop, Associate Minister of Children and Women's Issues. ""We are taking steps to stop the spread of COVID-19, including physical distancing, flexible staffing, and cleaning and disinfecting protocols, to keep people safe where they work and where they live."" ""We know that those who live and work in homeless shelters face unique challenges because of the COVID-19 outbreak,"" said Steve Clark, Minister of Municipal Affairs and Housing. ""That's why we're working closely with service managers and our local partners to collect data and identify specific actions we can take to help."" The government will work with Indigenous-led congregate care settings both on and off reserve to ensure that these tools and supports are available and adapted to meet their local needs in keeping their clients and staff safe. ""Indigenous leaders across the province have taken swift action to protect their communities from the spread of COVID-19 and today's enhanced safety measures will provide additional protection for those community members living and working in congregate care settings,"" said Greg Rickford, Minister of Energy, Northern Development and Mines and Minister of Indigenous Affairs. The plan also supports mobilizing action to assessed high-risk locations in managing the COVID-19 outbreak in the days and weeks to come by providing assistance with staffing and additional training and support. The government is also moving immediately to solicit ideas on additional actions and measures that can be taken now to further support vulnerable Ontarians and staff in high-risk settings.
 

 Quick Facts
 

 Tens of thousands of Ontarians live and work in congregate care settings across more than 4,000 locations.
 The Action Plan builds on current measures implemented by the government to protect vulnerable populations, including visitor restrictions, flexibility for staff hours, expanded access to emergency daycare for frontline workers, and providing alternate settings for care. 
 The province has also suspended evictions, provided funds through the province’s $200 million Social Services Relief Fund to Service Managers and invested over $37 million to support outbreak planning, prevention and mitigation efforts to ensure the health and well-being of Indigenous people and communities. Constant monitoring is also underway with local public health organizations.
 The government is expanding the list of eligible expenses under Special Services at Home and for Passport funding. We will also continue to assist families and provide greater clarity about what expenses are eligible under the Ontario Autism program, including Childhood Budgets and Interim one-time funding, for the duration of the COVID-19 outbreak. 
 Call your local Ontario Works office if you need to apply for social assistance or apply online.
 

 

 

 Additional Resources
 

 

 COVID-19 Action Plan for Vulnerable People
 

 

          Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19.
        
 

          Ontarians who have lost their source of income due to COVID-19 are encouraged to apply for the Canada Emergency Response Benefit (CERB).
        
 

 Ontario Enacts Declaration of Emergency to Protect the Public",Office of the Premier,,Ontario Delivers Action Plan to Increase Protection for Vulnerable People and Those Who Care for Them,http://news.ontario.ca/opo/en/2020/04/ontario-delivers-action-plan-to-increase-protection-for-vulnerable-people-and-those-who-care-for-the.html,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,Canada,Ontario,All,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,Canada,Ontario,All,2.0,1.0,,,,,,,,3.0,0.0,,Government Website,"Ontario Parks to Remain Closed until May 31, 2020
 Extension required to keep people safe and stop the spread of COVID-19
 

 April 25, 2020 10:00 A.M.
 

 Ministry of the Environment, Conservation and Parks
 

 

 TORONTO — Today, Christine Elliott, Deputy Premier and Minister of Health, and Jeff Yurek, Minister of the Environment, Conservation and Parks, issued the following statement on Ontario Parks operations in response to COVID-19:
  ""In order to keep Ontarians safe during this COVID-19 outbreak, our government is extending the closure of Ontario's provincial parks and conservation reserves to May 31, 2020. This includes car camping, backcountry camping, roofed accommodations, day use opportunities, access points and all public buildings. Provincial parks and conservation reserves will continue to remain fully closed to all recreational activities. Reservations for arrivals up to, and including, any further closure extension date will be automatically cancelled and reservation holders will receive a full refund with no penalty. We are also providing penalty-free refunds to reservation holders who wish to change or cancel their 2020 camping reservation, regardless of arrival date.  Please continue to visit OntarioParks.com and Ontario Parks social media channels for the most up-to-date information. We understand this extension may impact many Ontarians' plans during the month of May. However, the health and well-being of Ontarians is our government's number one priority. Although we are making progress to stop the spread, the virus has not yet been contained. As a result, all but essential service workers must continue to stay at home and practice physical distancing.""","Ministry of the Environment, Conservation and Parks",,"Ontario Parks to Remain Closed until May 31, 2020",http://news.ontario.ca/ene/en/2020/04/ontario-parks-to-remain-closed-until-may-31-2020.html,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,Canada,Ontario,All,3.0,1.0,,Government Website,"School Closures Extended to Keep Students, Staff and Families Safe
 Students Will Still Be Able to Complete School Year 
 

 April 26, 2020 12:30 P.M.
 

 Ministry of Education
 

 

 TORONTO — Today, Education Minister Stephen Lecce announced that all publicly-funded schools will remain closed until at least May 31, 2020, as part of an effort to keep students, staff and families safe from COVID-19.
 The extension was based on expert advice from the Chief Medical Officer of Health and health officials on the COVID-19 Command Table and is part of the government's ongoing effort to stop the spread of the virus. The advice was to extend school closures for an additional period of time to permit updated modelling and data to inform next steps, given the government's absolute commitment to safety. ""We will do whatever it takes to keep our students safe,"" said Minister Lecce. ""The government is taking a careful approach which provides our medical experts the time to review the modelling and make the best decision for the safety of our students and the future of learning."" The government took immediate action to close schools in Ontario, the first in Canada to do so. The ministry continues to monitor the evolving situation and if necessary, the closure may be extended further to protect the health and safety of Ontario's school communities. At the same time the Ontario government is taking steps to ensure learning can continue. In March the province unveiled its Learn at Home portal. It offers all students high-quality resources, featuring made-in-Ontario math and literacy resources, created by Ontario-certified educators, in both English and French. Elementary resources are designed to help young students learn at home with interactive activities that encourage participation through entertaining and stimulating digital content. High school content was designed with a focus on STEM courses and ensures core competencies and skills are reinforced. At the end of March the Ministry of Education unveiled the second phase of Learn at Home to ensure the continuity of learning for students. This included providing clarity for parents, enhancing education supports and creating opportunities for educators to connect with students. The government has also partnered with Rogers Communications and Apple to help meet the educational needs of students and families during the COVID-19 outbreak. iPads are being purchased and distributed by Ontario school boards, pre-equipped with free Rogers LTE wireless data. Apple is providing on-going support in French and English to teachers, parents and students, with a collection of resources to support learning and working from home. To date, over 20,000 iPads have been sent to targeted families in need. The free Rogers wireless data will be available until the end of June. ""Regardless of what transpires over the coming weeks, Ontario's students will be able to complete their school year with confidence,"" added Minister Lecce. ""In particular, for students in their final year, we are removing all impediments to ensure students graduate and pursue post-secondary education."" 
 

 Quick Facts
 

 Should schools be permitted to reopen, school employees will have access as of May 29, 2020.
 The Ministry of Education will move forward to replace the remainder of Professional Activity (PA) days and examination days with instructional time, as well as the introduction of an expanded summer learning program that will focus on credit recovery, supports for vulnerable students, and course upgrading. Boards are to find solutions at the local level in keeping with this direction while upholding collective agreement obligations.
 Private schools, First Nation schools, licensed child care centres and EarlyON programs will remain closed until May 6, 2020, with certain exceptions for licenced care, under an emergency order made under the Emergency Management and Civil Protection Act, which only allows closures to be extended for 14 days at a time.
 Through the Ontario Together web site, the province received more than 300 proposals from businesses, organizations and everyday Ontarians to provide solutions to remote learning while schools are closed during the COVID-19 global pandemic. Next steps will be shared soon.
 

 

 

 Additional Resources
 

 

 Learn at Home
 

 

 Ontario Together
 

 

 Visit Ontario’s website to learn more about how the province continues to protect Ontarians from COVID-19",Ministry of Education,,"School Closures Extended to Keep Students, Staff and Families Safe",http://news.ontario.ca/edu/en/2020/04/school-closures-extended-to-keep-students-staff-and-families-safe.html,3.0,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
